category_url,category_url_clean,page,handle,name,app_url,icon_url,rating,review_count,has_free_plan_text,pricing_text,short_description,built_for_shopify,is_ad,scraped_at
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,product-filter-search,Boost AI Search & Filter,https://apps.shopify.com/product-filter-search,https://cdn.shopify.com/app-store/listing_images/d4172f8181a20b56ade67cc448fac594/icon/CMKjgqn00YwDEAE=.png,4.7,1578,False,Free trial available,"Grow sales with search & discovery: search bar, product filter",False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,ryzo-search,Ryzo: AI Search & Image Search,https://apps.shopify.com/ryzo-search,https://cdn.shopify.com/app-store/listing_images/13c3194ffbb0fa55c6500b556c4b5e1b/icon/CNe4mK2U0I4DEAE=.png,4.8,18,True,Free plan available,"AI search with smart, visual and image search, plus filters",False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,nosto-personalization-for-shopify,Nosto | AI Search & Discovery,https://apps.shopify.com/nosto-personalization-for-shopify,https://cdn.shopify.com/app-store/listing_images/7dcd5d67bc1a80f90a95094296d29d71/icon/CIDO29HXloUDEAE=.png,4.8,60,False,Free to install,AI-powered personalization & search to increase online revenue,False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,ultimate-search-and-filter-1,AI Search & Product Filter |SB,https://apps.shopify.com/ultimate-search-and-filter-1,https://cdn.shopify.com/app-store/listing_images/b919da6d5ebc14aec79291ee451ae3fa/icon/CKjb1ILPn-8CEAE=.png,4.7,443,True,Free plan available,"Boost sales with AI search, custom filters, and merchandising.",False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,wizzy-search-filters,Wizzy AI Search & Filter,https://apps.shopify.com/wizzy-search-filters,https://cdn.shopify.com/app-store/listing_images/ab2a4ec93d3c74f47aaf96cf8782558a/icon/CI-0p4W0ufcCEAE=.png,4.8,36,False,Free trial available,"Smart, accurate, and fast product search with auto-suggestions",False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,blog-post-article-tag-filter,HUE Blog Filter & Search PRO,https://apps.shopify.com/blog-post-article-tag-filter,https://cdn.shopify.com/app-store/listing_images/25bcbbc2dc95e1c2955b402706e4d966/icon/COCF-4uupIcDEAE=.png,4.9,88,False,Free trial available,Blog tag filter & blog search widget for unlimited blog,False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,algolia-search,Algolia AI Search & Discovery,https://apps.shopify.com/algolia-search,https://cdn.shopify.com/app-store/listing_images/df5eea6375c938fb30ff095238fd154e/icon/CLmzsKjGjfsCEAE=.png,3.1,42,False,Free to install,Drive higher conversions and shopper engagement at scale,False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,mobile-menu-bar,Navigo – Mobile Menu & Search,https://apps.shopify.com/mobile-menu-bar,https://cdn.shopify.com/app-store/listing_images/d270c711f8742ff86d55dbbdfd0f7a56/icon/CNXP5qGcw4sDEAE=.png,4.6,77,False,Free trial available,Mobile menu with search for faster product discovery,True,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,retail-cloud-connect,Retail Cloud Connect,https://apps.shopify.com/retail-cloud-connect,https://cdn.shopify.com/app-store/listing_images/fae02cdcc4134d8aafd8d25cfb9e75ca/icon/CJeG366CsoIDEAE=.png,5.0,9,True,Free plan available,Add Google's Vertex AI Search to your store from $99/month,True,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,agentic-store,KX AI Sales & Shopping Agent,https://apps.shopify.com/agentic-store,https://cdn.shopify.com/app-store/listing_images/5f4878d4b29842c5e3ddb781adb61133/icon/CJKW16CN1JIDEAE=.png,5.0,10,False,Free trial available,AI shopping assistant & AI search to increase sales & AOV,False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,simprosys-advance-search,SearchGro: Search & Filter,https://apps.shopify.com/simprosys-advance-search,https://cdn.shopify.com/app-store/listing_images/96650ecb3ba89052ea014afba67cb9a9/icon/CNT0mtWs_Y8DEAE=.jpeg,3.8,16,False,Free,"Boost sales with fast, voice-enabled search & advanced filters",False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,expertrec-smart-search-bar,Search & Product Discovery ‑AI,https://apps.shopify.com/expertrec-smart-search-bar,https://cdn.shopify.com/app-store/listing_images/c7dc9985cb00f80b62ad9811751b9a21/icon/CMCtqqGvm_oCEAE=.jpeg,4.9,18,True,Free plan available,"Search & discovery with search bar and filters, AI powered",True,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,fitment-tool,Instant Fit by Year/Make/Model,https://apps.shopify.com/fitment-tool,https://cdn.shopify.com/app-store/listing_images/da458d3afc137eb50d9413c917a6bac4/icon/CLXu95Wfs4cDEAE=.png,4.7,8,True,Free plan available,Vehicle-specific product searches,False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,instant-search,Fast Simon AI Search & Filters,https://apps.shopify.com/instant-search,https://cdn.shopify.com/app-store/listing_images/2fdf165bce6a41670dd95ec05375b66f/icon/CN_LrKrjy_4CEAE=.png,4.8,347,True,Free plan available,Maximize your store sales & ROI with this easy-to-install app.,False,False,2026-05-03T01:49:22.854848Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,year-make-model-advance-search,C: Year Make Model Search,https://apps.shopify.com/year-make-model-advance-search,https://cdn.shopify.com/app-store/listing_images/9e9bb242d2714583b7474016c4beffad/icon/CM_fs730lu8CEAE=.jpg,4.7,94,True,Free plan available,"Search for parts fitment compatibility by year, make & model.",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,gimmie,Gimmie AI,https://apps.shopify.com/gimmie,https://cdn.shopify.com/app-store/listing_images/6055b19b1c68da2be495b9fd16d848c7/icon/CKjNqteIiZEDEAE=.png,5.0,6,False,Free to install,The most advanced personalized AI-shopping assistant available,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,sledge,"Sledge: Product Filter, Review",https://apps.shopify.com/sledge,https://cdn.shopify.com/app-store/listing_images/98ed0e2e10e0888acfec3d821fe334de/icon/COSY8Oa0_IEDEAE=.png,4.5,14,False,Free trial available,"Collect reviews, improve store instant search & product filter",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,homie-ai-1,homie,https://apps.shopify.com/homie-ai-1,https://cdn.shopify.com/app-store/listing_images/a11bcf4b145777dff47436cbefed6da2/icon/CN759uyh1o4DEAE=.png,5.0,11,False,Kostenloser Test verfügbar,KI-Beratungs-Assistent für mehr Umsatz. Erstellt in <10 min.,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,year-make-model-fitment-search,Convermax: Year Make Model ,https://apps.shopify.com/year-make-model-fitment-search,https://cdn.shopify.com/app-store/listing_images/51c6c8a1680f82930cee785d5c125ef0/icon/CKDqs8LCzYsDEAE=.png,5.0,10,False,Free trial available,Auto Parts Fitment Search to accelerate your store performance,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,depict-search,GPT Search by Depict,https://apps.shopify.com/depict-search,https://cdn.shopify.com/app-store/listing_images/a88d31408b28f20709166ae66bd19047/icon/CNyVxu3a7o0DEAE=.png,5.0,5,False,Free trial available,"GPT conversational search that chats, guides, and converts.",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,ai-shopping-assistant-chat-bot,AI Shopping Assistant‑ Chatbot,https://apps.shopify.com/ai-shopping-assistant-chat-bot,https://cdn.shopify.com/app-store/listing_images/463aef2e90fc5b80c176a34932c7e99c/icon/CNrx8KyXqZMDEAE=.jpeg,,,,,Free to install,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,athena-ai-search-filter,AI Search & Filter by Athena,https://apps.shopify.com/athena-ai-search-filter,https://cdn.shopify.com/app-store/listing_images/000a34a6f50770f08f66c8809b675384/icon/CM-VnKXd-IsDEAE=.png,5.0,3,False,Free trial available,AI-powered search that understands natural language & voice.,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,friends2a-ymm-partfinder,Friends2a YMM PartFinder ,https://apps.shopify.com/friends2a-ymm-partfinder,https://cdn.shopify.com/app-store/listing_images/472ab77c6859c215bfafd02a11281b0d/icon/CIOWqYnusZADEAE=.jpeg,4.8,4,True,Free plan available,Smart Year-Make-Model filter for auto parts stores,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,generative-search,Parallel ‑ Agentic Storefronts,https://apps.shopify.com/generative-search,https://cdn.shopify.com/app-store/listing_images/60a833cdda65dc197fca1db05cc5ada5/icon/CLTBmfG_x5MDEAE=.png,5.0,2,False,Free trial available,Complete autonomous AI solutions that optimise for profit.,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,constructor-connect,Constructor Connect,https://apps.shopify.com/constructor-connect,https://cdn.shopify.com/app-store/listing_images/c1fa20066fb49b03d4ead48f053df529/icon/CPfTpZGk6IcDEAE=.jpeg,,,,,Free to install,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,power-tools-filter-menu,Power Tools Filter Menu,https://apps.shopify.com/power-tools-filter-menu,https://cdn.shopify.com/app-store/listing_images/567d3474d2b8ab7dfa4875c90997ede7/icon/CJDfuIW-9fkCEAE=.png,4.9,82,False,Free trial available,Boost your navigation and conversions with collection filters,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,bloomreach-email-sms-marketing-1,Bloomreach: Loomi AI,https://apps.shopify.com/bloomreach-email-sms-marketing-1,https://cdn.shopify.com/app-store/listing_images/f5d323f325cf67e394afaded66bb901d/icon/CIa22szEtZMDEAE=.jpeg,2.7,6,False,"From $22,500/year",Loomi AI: Personalized email and search that drives conversion,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,autofit-ai-year-make-model,AutoFit AI ‑ Year Make Model,https://apps.shopify.com/autofit-ai-year-make-model,https://cdn.shopify.com/app-store/listing_images/8176e4b660e42eddd9f4cd69154f77f1/icon/CN-P193oyJEDEAE=.png,4.4,6,False,Free trial available,"Ensure auto parts fit with YMM filters, Fitment & AI help",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,infinite-color-search-by-hoppn,Infinite Color Search by Hoppn,https://apps.shopify.com/infinite-color-search-by-hoppn,https://cdn.shopify.com/app-store/listing_images/66e6e2f7aa48d5355e0d64c26d6396b8/icon/CNWbz6aeoocDEAE=.jpeg,5.0,11,True,Free plan available,"Simplify discovery with our no-code, AI-driven color search.",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,mezereon,Smart Search & Filter,https://apps.shopify.com/mezereon,https://cdn.shopify.com/app-store/listing_images/c2f8b45e50982924cf9c715dd6d10459/icon/CKuW_Kf0lu8CEAE=.png,4.9,25,False,Free trial available,"Improve search & discovery, collection filter and search bar",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,gideon-ai-search,Gideonis AI Visual Search,https://apps.shopify.com/gideon-ai-search,https://cdn.shopify.com/app-store/listing_images/9d98172b8c29deef22c0337962590f20/icon/CK6E3N3V7I4DEAE=.png,4.4,5,False,Free,AI image advance search,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,year-make-model-app,WTS ‑ Year Make Model Search,https://apps.shopify.com/year-make-model-app,https://cdn.shopify.com/app-store/listing_images/ab6e28a680893612e47f43d829c2ec82/icon/CKKg1p6e_YIDEAE=.png,4.6,4,True,Free plan available,"Effortless Auto Part Search by Year, Make and Model dropdown.",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,fitmentpro-automotive-carparts,FitmentPro Automotive CarParts,https://apps.shopify.com/fitmentpro-automotive-carparts,https://cdn.shopify.com/app-store/listing_images/37b9f62f06952e0606ac6924b88b9acd/icon/CNKS8I_9yZIDEAE=.jpeg,,,,,Free plan available,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,doofinder,DOOFINDER ‑ Search & Discovery,https://apps.shopify.com/doofinder,https://cdn.shopify.com/app-store/listing_images/4bd2ff62bd25c82e2138b6ef6fc1b59c/icon/CKufxt70lu8CEAE=.png,4.7,751,False,Free to install,Help shoppers find the right products and maximize conversions,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,live-search,Okas Live Search & Filter,https://apps.shopify.com/live-search,https://cdn.shopify.com/app-store/listing_images/2ebe99929bf71de655e601c1b123c62a/icon/CKHG0Mz0lu8CEAE=.png,4.9,123,False,Free trial available,Enhance customer discovery with advanced search and filters,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,sparq-search,Sparq Product Filter & Search,https://apps.shopify.com/sparq-search,https://cdn.shopify.com/app-store/listing_images/4614bf82f50ac42ab98568f936a707fc/icon/CKD32b_Y2P4CEAE=.png,4.8,75,True,Free plan available,"Collection Filters, Instant Search, Custom UI and Analytics",False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,mesh-ai-search-discovery,M:AI User‑Friendly Site Search,https://apps.shopify.com/mesh-ai-search-discovery,https://cdn.shopify.com/app-store/listing_images/9cb8b3f1d809f09ac4450f07675d1d02/icon/CPvmhfP4x4gDEAE=.png,5.0,3,True,Free plan available,Supercharge your product search & filters with a helpful AI,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,standard-parts-toolkit,SPT: Automotive Fitment Search,https://apps.shopify.com/standard-parts-toolkit,https://cdn.shopify.com/app-store/listing_images/a7884b62a73cdd201dbeb7c45b761c4a/icon/CMqO94fO1voCEAE=.png,5.0,7,True,Free plan available,Year-Make-Model Search powered by Data Feed API,False,False,2026-05-03T01:49:24.399299Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,snap-search,Snap Search: Live Search Layer,https://apps.shopify.com/snap-search,https://cdn.shopify.com/app-store/listing_images/de431cfe3a5a6f069371eab0958774ae/icon/CLWCkoKL7IUDEAE=.png,5.0,5,False,Free,Predictive search theme layer,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,fynq-ai-search-vision,Fynq AI & Image Search App,https://apps.shopify.com/fynq-ai-search-vision,https://cdn.shopify.com/app-store/listing_images/16542f2a77fc4e546df459a36e970849/icon/CJO2s8eW0I8DEAE=.png,5.0,5,True,Free plan available,Semantic Text & Visual Search with Smart Filters and Rules,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,easyymm-year-make-model,EasyYMM ‑ Year Make Model,https://apps.shopify.com/easyymm-year-make-model,https://cdn.shopify.com/app-store/listing_images/a061a1df7edcb329c5016de22c605506/icon/CMav0u3EtZADEAE=.png,3.0,1,True,Free plan available,Make your online store vehicle-search ready in minutes!,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,essential-search-optimization,Essential Search Redirects,https://apps.shopify.com/essential-search-optimization,https://cdn.shopify.com/app-store/listing_images/eca660553e7201c22a590ce53dc7abdf/icon/CJH92tWy2vkCEAE=.jpeg,5.0,3,False,Free trial available,Convert more visitors into buyers with store search redirects,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,luigis-box,Luigi’s AI Search & Discovery,https://apps.shopify.com/luigis-box,https://cdn.shopify.com/app-store/listing_images/5d78eed0648a98d9a89053faafcedaf6/icon/CNyV-frA-PgCEAE=.png,4.2,10,True,Free plan available,Boost your store's conversions with AI Search and Recommender.,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,file-search-bar-download,Download Page File Search MP,https://apps.shopify.com/file-search-bar-download,https://cdn.shopify.com/app-store/listing_images/8446a9aae911fbb3bf20ab72c62d98d9/icon/CKHkytOH1ocDEAE=.png,5.0,5,False,Free trial available,"Digital file search box to share & download PDF, image etc",False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,athoscommerce,Athos: Unified Discovery,https://apps.shopify.com/athoscommerce,https://cdn.shopify.com/app-store/listing_images/050e23926e6a37f5c54cb66b9fed66dc/icon/COKY3fP91ZIDEAE=.jpeg,4.5,21,False,Free to install,Improves product discoverability to drive more conversions,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,automotive-part-search,PartFinder: Year Make Model,https://apps.shopify.com/automotive-part-search,https://cdn.shopify.com/app-store/listing_images/67386176c3ef45388318bfbe574492ae/icon/CInUyMH0lu8CEAE=.jpg,4.9,15,False,Free trial available,"Add Make, Model, Year search for quick product discovery.",False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,uncap-discovery,Uncap Parts Diagram,https://apps.shopify.com/uncap-discovery,https://cdn.shopify.com/app-store/listing_images/b23af69eb3be6a848418a057743a4369/icon/CJms8J-m2YwDEAE=.png,4.7,3,False,Free trial available,"Create your storefront filters, categories, and designs.",False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,hivebee,Hivebee AI Search,https://apps.shopify.com/hivebee,https://cdn.shopify.com/app-store/listing_images/ba0e8509e40420778b5dd1c49559667d/icon/CKf8l9f80JEDEAE=.jpeg,5.0,1,False,Free to install,AI-powered product discovery using natural language search.,False,False,2026-05-03T01:49:26.049103Z
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,fynq-year-make-model,Fynq Fitment ‑ Year Make Model,https://apps.shopify.com/fynq-year-make-model,https://cdn.shopify.com/app-store/listing_images/99b3c54a4a238ad864ed752acc022629/icon/CJqEhZ7mxJEDEAE=.png,,,,,Free plan available,False,False,2026-05-03T01:49:26.049103Z
