category_url,category_url_clean,page,handle,name,app_url,icon_url,rating,review_count,has_free_plan_text,pricing_text,short_description,built_for_shopify,is_ad
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,findter-custom-filter-search,Findter Custom Filter & Search,https://apps.shopify.com/findter-custom-filter-search,https://cdn.shopify.com/app-store/listing_images/393b6ef120968ea1931a5ec86b58d041/icon/CIr75oPv944DEAE=.png,5.0,16,False,Free,"Better collection filters, product filter, search & analytics",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,simprosys-advance-search,SearchGro: Search & Filter,https://apps.shopify.com/simprosys-advance-search,https://cdn.shopify.com/app-store/listing_images/96650ecb3ba89052ea014afba67cb9a9/icon/CNT0mtWs_Y8DEAE=.jpeg,4.3,11,False,Free,"Boost sales with fast, voice-enabled search & advanced filters",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,ultimate-search-and-filter-1,AI Search & Product Filter |SB,https://apps.shopify.com/ultimate-search-and-filter-1,https://cdn.shopify.com/app-store/listing_images/b919da6d5ebc14aec79291ee451ae3fa/icon/CKjb1ILPn-8CEAE=.png,4.7,434,True,Free plan available,"Boost sales with AI search, custom filters, and merchandising.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,wizzy-search-filters,Wizzy AI Search & Filter,https://apps.shopify.com/wizzy-search-filters,https://cdn.shopify.com/app-store/listing_images/ab2a4ec93d3c74f47aaf96cf8782558a/icon/CI-0p4W0ufcCEAE=.png,5.0,33,False,Free trial available,"Smart, accurate, and fast product search with auto-suggestions",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,nosto-personalization-for-shopify,Nosto,https://apps.shopify.com/nosto-personalization-for-shopify,https://cdn.shopify.com/app-store/listing_images/7dcd5d67bc1a80f90a95094296d29d71/icon/CIDO29HXloUDEAE=.png,4.8,61,False,Free to install,AI-powered personalization & search to increase online revenue,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,doofinder,DOOFINDER ‑ Search & Discovery,https://apps.shopify.com/doofinder,https://cdn.shopify.com/app-store/listing_images/4bd2ff62bd25c82e2138b6ef6fc1b59c/icon/CKufxt70lu8CEAE=.png,4.9,756,False,Free to install,Help shoppers find the right products and maximize conversions,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,year-make-model-fitment-search,Convermax: Year Make Model ,https://apps.shopify.com/year-make-model-fitment-search,https://cdn.shopify.com/app-store/listing_images/51c6c8a1680f82930cee785d5c125ef0/icon/CKDqs8LCzYsDEAE=.png,5.0,11,False,Free trial available,Auto Parts Fitment Search to accelerate your store performance,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,blog-post-article-tag-filter,HUE Blog Filter & Search PRO,https://apps.shopify.com/blog-post-article-tag-filter,https://cdn.shopify.com/app-store/listing_images/25bcbbc2dc95e1c2955b402706e4d966/icon/COCF-4uupIcDEAE=.png,4.9,89,False,Free trial available,Better blog post discovery with blog tag filter & blog search,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,algolia-search,Algolia AI Search & Discovery,https://apps.shopify.com/algolia-search,https://cdn.shopify.com/app-store/listing_images/df5eea6375c938fb30ff095238fd154e/icon/CLmzsKjGjfsCEAE=.png,2.9,37,False,Free to install,Drive higher conversions and shopper engagement at scale,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,homie-ai-1,homie,https://apps.shopify.com/homie-ai-1,https://cdn.shopify.com/app-store/listing_images/a11bcf4b145777dff47436cbefed6da2/icon/CN759uyh1o4DEAE=.png,5.0,8,False,Free trial available,KI-Beratungs-Assistent für mehr Umsatz. Erstellt in <10 min.,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,1,year-make-model-advance-search,C: Year Make Model Search,https://apps.shopify.com/year-make-model-advance-search,https://cdn.shopify.com/app-store/listing_images/9e9bb242d2714583b7474016c4beffad/icon/CM_fs730lu8CEAE=.jpg,4.6,93,True,Free plan available,"Search for parts fitment compatibility by year, make & model.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,recently-viewed-pasilobus,Recently Viewed Products ,https://apps.shopify.com/recently-viewed-pasilobus,https://cdn.shopify.com/app-store/listing_images/83786a4344e5bdb32ad06389da763828/icon/COjTwvLCqY0DEAE=.png,,,,,Free plan available,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,retail-cloud-connect,Retail Cloud Connect,https://apps.shopify.com/retail-cloud-connect,https://cdn.shopify.com/app-store/listing_images/fae02cdcc4134d8aafd8d25cfb9e75ca/icon/CJeG366CsoIDEAE=.png,5.0,7,True,Free plan available,Add Google Vertex AI search and filtering to your store,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,friends2a-ymm-partfinder,Friends2a YMM PartFinder ,https://apps.shopify.com/friends2a-ymm-partfinder,https://cdn.shopify.com/app-store/listing_images/472ab77c6859c215bfafd02a11281b0d/icon/CIOWqYnusZADEAE=.jpeg,4.0,1,False,Free,Smart Year-Make-Model filter for auto parts stores,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,luigis-box,Luigi’s AI Search & Discovery,https://apps.shopify.com/luigis-box,https://cdn.shopify.com/app-store/listing_images/5d78eed0648a98d9a89053faafcedaf6/icon/CNyV-frA-PgCEAE=.png,4.2,11,False,Free to install,Boost your store's conversions with AI Search and Recommender.,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,mezereon,Smart Search & Filter,https://apps.shopify.com/mezereon,https://cdn.shopify.com/app-store/listing_images/c2f8b45e50982924cf9c715dd6d10459/icon/CKuW_Kf0lu8CEAE=.png,4.8,25,False,Free trial available,"Improve search & discovery, collection filter and search bar",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,file-search-bar-download,Download Page File Search MP,https://apps.shopify.com/file-search-bar-download,https://cdn.shopify.com/app-store/listing_images/8446a9aae911fbb3bf20ab72c62d98d9/icon/CKHkytOH1ocDEAE=.png,5.0,4,False,Free trial available,"File list search box widget to share & download PDF, image etc",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,fitment-tool,Instant Fit by Year/Make/Model,https://apps.shopify.com/fitment-tool,https://cdn.shopify.com/app-store/listing_images/da458d3afc137eb50d9413c917a6bac4/icon/CLXu95Wfs4cDEAE=.png,4.7,8,True,Free plan available,Vehicle-specific product searches,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,depict-search,GPT Search by Depict,https://apps.shopify.com/depict-search,https://cdn.shopify.com/app-store/listing_images/a88d31408b28f20709166ae66bd19047/icon/CNyVxu3a7o0DEAE=.png,5.0,5,False,Free trial available,"GPT conversational search that chats, guides, and converts.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,infinite-color-search-by-hoppn,Infinite Color Search by Hoppn,https://apps.shopify.com/infinite-color-search-by-hoppn,https://cdn.shopify.com/app-store/listing_images/66e6e2f7aa48d5355e0d64c26d6396b8/icon/CNWbz6aeoocDEAE=.jpeg,5.0,8,True,Free plan available,"Simplify discovery with our no-code, AI-driven color search.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,app25967,Searchspring,https://apps.shopify.com/app25967,https://cdn.shopify.com/app-store/listing_images/050e23926e6a37f5c54cb66b9fed66dc/icon/CJ-Rg7L0lu8CEAE=.png,4.5,21,False,Free to install,Improves product discoverability to drive more conversions,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,instant-search,Fast Simon AI Search & Filters,https://apps.shopify.com/instant-search,https://cdn.shopify.com/app-store/listing_images/2fdf165bce6a41670dd95ec05375b66f/icon/CN_LrKrjy_4CEAE=.png,4.7,352,True,Free plan available,Maximize your store sales & ROI with this easy-to-install app.,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,sparq-search,Sparq Product Filter & Search,https://apps.shopify.com/sparq-search,https://cdn.shopify.com/app-store/listing_images/4614bf82f50ac42ab98568f936a707fc/icon/CKD32b_Y2P4CEAE=.png,4.8,73,True,Free plan available,"Collection Filters, Instant Search, Custom UI and Analytics",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,snap-search,Snap Search: Live Search Layer,https://apps.shopify.com/snap-search,https://cdn.shopify.com/app-store/listing_images/de431cfe3a5a6f069371eab0958774ae/icon/CLWCkoKL7IUDEAE=.png,5.0,4,False,Free,Theme layer for predictive search.,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,motive-commerce-search,Motive ‑ Privacy‑Minded Search,https://apps.shopify.com/motive-commerce-search,https://cdn.shopify.com/app-store/listing_images/597e74c54f25cbe1979f3d2b6784ad54/icon/CP6I5dKS3YQDEAE=.png,5.0,7,False,Free trial available,AI-powered ecommerce search for better product discovery,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,automotive-part-search,PartFinder: Year Make Model,https://apps.shopify.com/automotive-part-search,https://cdn.shopify.com/app-store/listing_images/67386176c3ef45388318bfbe574492ae/icon/CInUyMH0lu8CEAE=.jpg,4.9,15,False,Free trial available,"Add Make, Model, Year search for quick product discovery.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,sledge,"Sledge: Product Filter, Review",https://apps.shopify.com/sledge,https://cdn.shopify.com/app-store/listing_images/98ed0e2e10e0888acfec3d821fe334de/icon/COSY8Oa0_IEDEAE=.png,4.3,12,False,Free trial available,"Collect reviews, improve store instant search & product filter",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,power-tools-filter-menu,Power Tools Filter Menu,https://apps.shopify.com/power-tools-filter-menu,https://cdn.shopify.com/app-store/listing_images/567d3474d2b8ab7dfa4875c90997ede7/icon/CJDfuIW-9fkCEAE=.png,4.8,83,False,Free trial available,Boost your navigation and conversions with collection filters,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,standard-parts-toolkit,SPT: YMM Fitment Search,https://apps.shopify.com/standard-parts-toolkit,https://cdn.shopify.com/app-store/listing_images/a7884b62a73cdd201dbeb7c45b761c4a/icon/CMqO94fO1voCEAE=.png,5.0,7,False,Free trial available,Year-Make-Model Search powered by Data Feed API,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,2,live-search,Okas Live Search & Filter,https://apps.shopify.com/live-search,https://cdn.shopify.com/app-store/listing_images/2ebe99929bf71de655e601c1b123c62a/icon/CKHG0Mz0lu8CEAE=.png,4.9,124,False,Free trial available,Enhance customer discovery with advanced search and filters,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,essential-search-optimization,Essential Search Redirects,https://apps.shopify.com/essential-search-optimization,https://cdn.shopify.com/app-store/listing_images/eca660553e7201c22a590ce53dc7abdf/icon/CJH92tWy2vkCEAE=.jpeg,5.0,1,False,Free trial available,Convert more visitors into buyers with store search redirects,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,hide-from-search,Stash,https://apps.shopify.com/hide-from-search,https://cdn.shopify.com/app-store/listing_images/b617917b0cbca81709cc52e35eb0c3d4/icon/CPfQvoWAgPACEAE=.png,5.0,1,False,Free trial available,Hide products from search results and search engines,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,search-image,search‑image,https://apps.shopify.com/search-image,https://cdn.shopify.com/app-store/listing_images/e10d59e1c711de91e47bf37aa5ab35d2/icon/CJfr-qOS34QDEAE=.png,,,,,Free to install,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,omega-instant-search,Omega Instant Search,https://apps.shopify.com/omega-instant-search,https://cdn.shopify.com/app-store/listing_images/26cd10a9d97b0884e92ba02203b84dde/icon/CPip6Mj0lu8CEAE=.png,4.9,136,True,Free plan available,Improve store searching and boost your sales,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,klevu-smart-search,Klevu ‑ AI Search & Discovery,https://apps.shopify.com/klevu-smart-search,https://cdn.shopify.com/app-store/listing_images/21a9df5710f533bed5c0bd66f913f8f4/icon/CIuDr7Hur_ACEAE=.jpeg,4.8,14,False,Free trial available,Improve search and merch on your website or app,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,conversionbox-search,ConversionBox Search & Filter,https://apps.shopify.com/conversionbox-search,https://cdn.shopify.com/app-store/listing_images/9bc1e2dbc198b25e84a214ceaf0c94cf/icon/CJDOsaym1YoDEAE=.png,,,,,Boost sales with smart search & advanced product filters,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,uncap-discovery,Uncap Parts Diagram,https://apps.shopify.com/uncap-discovery,https://cdn.shopify.com/app-store/listing_images/b23af69eb3be6a848418a057743a4369/icon/CJms8J-m2YwDEAE=.png,4.5,2,False,Free trial available,"Create your storefront filters, categories, and designs.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,bloomreach-discovery-v2,Bloomreach Discovery v2,https://apps.shopify.com/bloomreach-discovery-v2,https://cdn.shopify.com/app-store/listing_images/9743ee39eb325a36313284d832b97945/icon/CNa624mk4oYDEAE=.png,,,,,Free to install,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,engagement-ring-filter,Keyideas Ring Filter & Search,https://apps.shopify.com/engagement-ring-filter,https://cdn.shopify.com/app-store/listing_images/22376f9e7ecccf4bd0179358675b7384/icon/CN2qoJGFzIUDEAE=.png,4.0,1,False,Free trial available,Keyideas: Smart Filters for Wedding & Engagement Rings,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,mesh-ai-search-discovery,M:AI User‑Friendly Site Search,https://apps.shopify.com/mesh-ai-search-discovery,https://cdn.shopify.com/app-store/listing_images/9cb8b3f1d809f09ac4450f07675d1d02/icon/CPvmhfP4x4gDEAE=.png,,,,,Free plan available,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,autofit-ai-year-make-model,AutoFit AI ‑ Year Make Model,https://apps.shopify.com/autofit-ai-year-make-model,https://cdn.shopify.com/app-store/listing_images/8176e4b660e42eddd9f4cd69154f77f1/icon/CN-P193oyJEDEAE=.png,1.0,1,False,Free trial available,"Ensure auto parts fit with YMM filters, Fitment & AI help",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,constructor-connect,Constructor Connect,https://apps.shopify.com/constructor-connect,https://cdn.shopify.com/app-store/listing_images/c1fa20066fb49b03d4ead48f053df529/icon/CPfTpZGk6IcDEAE=.jpeg,,,,,Free to install,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,impresee-vsearch,Impresee’s Smart Search Bar,https://apps.shopify.com/impresee-vsearch,https://cdn.shopify.com/app-store/listing_images/4bbcc4ff91d3238f88128c1f0e649e04/icon/CJSCwfvHrvECEAE=.jpeg,4.5,7,False,Free trial available,"Advanced search by text, photo and sketch without usage limits",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,mecaparts-pro,Mecaparts PRO,https://apps.shopify.com/mecaparts-pro,https://cdn.shopify.com/app-store/listing_images/fb8b264998021a40af04fb12eeafb214/icon/CL-47ev9vI8DEAE=.png,,,,,Free trial available,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,ai-open-search,AI Advanced Search,https://apps.shopify.com/ai-open-search,https://cdn.shopify.com/app-store/listing_images/692af4d3b807ccb9f66c5ca02bbecd46/icon/CK75y9_S5osDEAE=.jpeg,,,,,Boost sales with a AI Advanced Search,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,smart-image-search,Smart Image Search,https://apps.shopify.com/smart-image-search,https://cdn.shopify.com/app-store/listing_images/305d41b0834ca7bdcd7bcb03cde8ced2/icon/CKi09YPl34gDEAE=.png,5.0,1,False,Free trial available,Upload an image to discover visually similar products.,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,filter-by-price-bulk-edit,Filter by Price & Bulk Edit,https://apps.shopify.com/filter-by-price-bulk-edit,https://cdn.shopify.com/app-store/listing_images/79531eab423866139b5c97dd0e7dc088/icon/CITxybL0lu8CEAE=.jpg,5.0,1,False,Free trial available,Simply filter products by price and bulk edit,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,easyymm-year-make-model,EasyYMM ‑ Year Make Model,https://apps.shopify.com/easyymm-year-make-model,https://cdn.shopify.com/app-store/listing_images/a061a1df7edcb329c5016de22c605506/icon/CMav0u3EtZADEAE=.png,,,,,Free plan available,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,fynq-ai-search-vision,Fynq AI Search & Filter,https://apps.shopify.com/fynq-ai-search-vision,https://cdn.shopify.com/app-store/listing_images/16542f2a77fc4e546df459a36e970849/icon/CJO2s8eW0I8DEAE=.png,5.0,1,True,Free plan available,Instant Text & Image Search with smart collection Filters,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,3,sauja-chat,Sauja AI Chat & Product Search,https://apps.shopify.com/sauja-chat,https://cdn.shopify.com/app-store/listing_images/f3bbee4050e470144bb22a73b2f39915/icon/CMn8_d6Q84oDEAE=.png,,,,,AI chatbot that displays products in a big easy-to-shop window,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,4,r2decide,r2decide ‑ AI‑Powered Search,https://apps.shopify.com/r2decide,https://cdn.shopify.com/app-store/listing_images/196113442bb202c17d8234db4decf13c/icon/CPXwv7Og-4oDEAE=.jpeg,5.0,4,False,Free trial available,Boost Conversions with Cutting-Edge AI Search,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,4,relewise,Relewise,https://apps.shopify.com/relewise,https://cdn.shopify.com/app-store/listing_images/39ad25fc15e26f130e0b3bdf309c6507/icon/CKb7yfXNtoIDEAE=.png,,,,,Free to install,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,4,year-make-model-app,WTS ‑ Year Make Model Search,https://apps.shopify.com/year-make-model-app,https://cdn.shopify.com/app-store/listing_images/ab6e28a680893612e47f43d829c2ec82/icon/CKKg1p6e_YIDEAE=.png,2.3,2,True,Free plan available,"Effortless Auto Part Search by Year, Make and Model dropdown.",False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,4,findify-search,Findify Search & Merchandise,https://apps.shopify.com/findify-search,https://cdn.shopify.com/app-store/listing_images/2ce63c8f5058b312d359ff2bf9c9b6a4/icon/CInU-M_3rPYCEAE=.png,4.7,88,False,Free trial available,Personalize the product experience in search & merchandising,False,False
https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,https://apps.shopify.com/categories/store-design-search-and-navigation-search-and-filters/all,4,keyideas-timenox-luxury-watch-listing,Keyideas Timenox Sell Watches,https://apps.shopify.com/keyideas-timenox-luxury-watch-listing,https://cdn.shopify.com/app-store/listing_images/4d8f53f92cca98ed51b403a3510a2d23/icon/CJPclra95I4DEAE=.png,,,,,Free trial available,False,False
