category_url,page,handle,name,app_url,icon_url,rating,review_count,has_free_plan_text,pricing_text,short_description,built_for_shopify,is_ad
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,lai-reviews,LAI Product Reviews App,https://apps.shopify.com/lai-reviews,https://cdn.shopify.com/app-store/listing_images/c2fde25432c44d6aeefb31ba06bbb974/icon/CMry4dSL_YIDEAE=.png,4.9,469,True,Free plan available,Get reviews from Aliexpress/Dsers/Etsy/Shopee/Ebay/...,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,tt-reviewimport,Trustoo Ali Reviews Importer,https://apps.shopify.com/tt-reviewimport,https://cdn.shopify.com/app-store/listing_images/386e6d8062113b30ad3aae3ff4ba452a/icon/CKC5mOPf4Y4DEAE=.png,4.9,117,False,Free,"Easily import reviews from AliExpress, Shopee, DSers and Etsy.",True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,google-reviews-importer,Google Reviews by Trustify,https://apps.shopify.com/google-reviews-importer,https://cdn.shopify.com/app-store/listing_images/21878ca913d14238051e5aa44b58942e/icon/CMfc_5GX4Y4DEAE=.png,4.9,66,True,Free plan available,Showcase multi-business Google Reviews with auto translation,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,ryviu,Ryviu: Product Reviews App,https://apps.shopify.com/ryviu,https://cdn.shopify.com/app-store/listing_images/e80ca8383d6dc37c48bc5bf8092658c4/icon/CL-jhIn2iY8DEAE=.png,4.8,441,True,Free plan available,"Collect product reviews, showing with photos, videos and Q&A",True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,trustify,Trustify: Testimonial Reviews ,https://apps.shopify.com/trustify,https://cdn.shopify.com/app-store/listing_images/8086a640c26b0f1a50682c9334730f58/icon/CPW62NrexpEDEAE=.png,4.9,379,True,Free plan available,Visualize Testimonials & Collect Unlimited AliExpress Reviews,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,yotpo-social-reviews,Yotpo: Product Reviews App,https://apps.shopify.com/yotpo-social-reviews,https://cdn.shopify.com/app-store/listing_images/659062da3dcade1068da9e28c3d120c5/icon/CIzTtYS0i4cDEAE=.png,4.8,4492,True,Free plan available,Build trust and boost revenue with product reviews & UGC,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,sendvio-email-marketing-sms,Sendvio: Email Marketing & SMS,https://apps.shopify.com/sendvio-email-marketing-sms,https://cdn.shopify.com/app-store/listing_images/f5d3c32a744a07515d8ffd5d0d266a8c/icon/CLS_rI7I748DEAE=.jpeg,4.8,180,False,Free to install,"Boost Black Friday sales with Email & SMS marketing, Reviews",True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,1,reputon-amazon-reviews,Amazon Reviews by Reputon,https://apps.shopify.com/reputon-amazon-reviews,https://cdn.shopify.com/app-store/listing_images/f8120c111282415b3e2c708b8c141e0b/icon/CKyyufSXhZADEAE=.png,4.9,141,True,Free plan available,Import Amazon reviews - show product reviews & seller feedback,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reviews-co-uk-product-and-merchant-review-collection,REVIEWS.io Product Reviews App,https://apps.shopify.com/reviews-co-uk-product-and-merchant-review-collection,https://cdn.shopify.com/app-store/listing_images/44cb5bd17e364d5ee92d03477c740756/icon/CKf_rrmo9IcDEAE=.png,4.7,699,True,Free plan available,"Use Google Reviews, Product Reviews, UGC, & Surveys",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,klaviyo-reviews,Klaviyo Reviews,https://apps.shopify.com/klaviyo-reviews,https://cdn.shopify.com/app-store/listing_images/8c8e0c8b87fd02ccf30e1a6de052e0ca/icon/CM384_2n0v8CEAE=.png,4.8,164,False,Free to install,Build 5-star experiences for your customers.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,okendo-reviews,Okendo: Reviews & Loyalty,https://apps.shopify.com/okendo-reviews,https://cdn.shopify.com/app-store/listing_images/fe55626671bd5da73785c606c2b0752f/icon/CNKRrIWatfoCEAE=.png,4.9,1254,True,Free plan available,"Create Superfans with Reviews, Loyalty, Referrals & Quizzes",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reputon-store-reviews,Reputon Customer Reviews App,https://apps.shopify.com/reputon-store-reviews,https://cdn.shopify.com/app-store/listing_images/62a1c5740288be138ec5af5753eb8392/icon/CJ7T19_0lu8CEAE=.png,4.9,955,True,Free plan available,Get genuine Trustpilot or Google reviews with automated emails,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reputon-ebay-reviews,Reputon eBay Reviews,https://apps.shopify.com/reputon-ebay-reviews,https://cdn.shopify.com/app-store/listing_images/c1ef58f59619e35bb297c0205b9f1da6/icon/CNbH08W-vfgCEAE=.png,4.9,159,False,Free trial available,Drive sales and increase buyer confidence with Ebay Reviews,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reputon-etsy-reviews,Reputon Etsy Reviews,https://apps.shopify.com/reputon-etsy-reviews,https://cdn.shopify.com/app-store/listing_images/d9d144983dfb5593f5b02775b4061946/icon/CNDd0vaOjooDEAE=.png,4.9,281,False,Free trial available,Import and auto-sync reviews from your Etsy shop & build trust,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,rivyo-product-review,Rivyo : Reviews & Loyalty App,https://apps.shopify.com/rivyo-product-review,https://cdn.shopify.com/app-store/listing_images/8ffc62c9384b2409ac15e49c6da0f804/icon/CNbgxs-gjI4DEAE=.png,4.9,891,True,Free plan available,"Engage customers through product reviews, loyalty, referrals",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,areviews-aliexpress,Areviews ‑ Reviews Importer,https://apps.shopify.com/areviews-aliexpress,https://cdn.shopify.com/app-store/listing_images/9e9974867091d5a0a1759883c778d5d6/icon/CPuqtKfEx_sCEAE=.jpeg,4.5,187,True,Free plan available,"Import photo reviews from Aliexpress, Amazon,Shopee, Etsy&more",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,easyreviews,EasyReviews ‑ Product Reviews,https://apps.shopify.com/easyreviews,https://cdn.shopify.com/app-store/listing_images/a8c6b6eb9332b6d1a1fce778ad855db8/icon/CIeC0Pz5yoADEAE=.png,4.7,26,True,Free plan available,"Collect Reviews with Multi-Category Ratings, Photos & Videos",True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,google-reviews-by-appio,Google Reviews by Appio,https://apps.shopify.com/google-reviews-by-appio,https://cdn.shopify.com/app-store/listing_images/6b56891d86eaaec206fa1e2512f4d6eb/icon/CPe5iPuXx4gDEAE=.png,4.9,103,True,Free plan available,Display Google Reviews in Multiple Languages on your website,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,product-reviews-by-appio,Amazon Reviews by Appio,https://apps.shopify.com/product-reviews-by-appio,https://cdn.shopify.com/app-store/listing_images/68dc49869deb0924cf06c7e23c5b24f8/icon/CJPyiNiU2oYDEAE=.png,4.8,122,True,Free plan available,"Collect product reviews for Amazon, AliExpress, eBay, Walmart",True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,revie,Revie: Reviews & Marketing,https://apps.shopify.com/revie,https://cdn.shopify.com/app-store/listing_images/163b03c12007378e3108a01cbddf44a6/icon/CMy83su5zPkCEAE=.png,4.9,288,False,Free to install,Send marketing campaigns and collect reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,wise-reviews,WiseReviews ‑ Reviews Importer,https://apps.shopify.com/wise-reviews,https://cdn.shopify.com/app-store/listing_images/3f7c11df16244f9b6193006684ea9a19/icon/CK2p3ZOzuvwCEAE=.png,4.6,118,True,Free plan available,Import reviews from your favorite e-commerce platforms easily!,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reviewspro,REVIEWS.Ai: AI Review Importer,https://apps.shopify.com/reviewspro,https://cdn.shopify.com/app-store/listing_images/68db7690a7a10f7fc99de0027b85b5e2/icon/CKeLoIe-gZADEAE=.png,4.2,15,True,Free plan available,"Collect unlimited product reviews,star ratings & testimonials",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reputon-testimonials,Reputon Testimonials Slider,https://apps.shopify.com/reputon-testimonials,https://cdn.shopify.com/app-store/listing_images/028202df3cfc609d615ed0de487a5fa0/icon/CMyVte-dl_0CEAE=.png,4.8,160,True,Free plan available,Collect and show testimonials to build trust & boost sales,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,trustyy-reviews,Trustyy Product Reviews App,https://apps.shopify.com/trustyy-reviews,https://cdn.shopify.com/app-store/listing_images/11e5c432b16c4d2feaf05e6909a0332c/icon/CJ7YgNetkY4DEAE=.png,5.0,19,False,Free to install,Boost trust with verified product reviews & ratings,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,ali-reviews-aliexpress-reviews-app,AliReviews: Product Reviews,https://apps.shopify.com/ali-reviews-aliexpress-reviews-app,https://cdn.shopify.com/app-store/listing_images/319ee7a57199b730bcee1fb84a5166e7/icon/CIi9rLP0lu8CEAE=.png,4.5,51,True,Free plan available,Ali Reviews is a 1-click Amazon & AliExpress review importer,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,dadao-reviews,Dadao Product Reviews&Referral,https://apps.shopify.com/dadao-reviews,https://cdn.shopify.com/app-store/listing_images/280a276bdffb5ee3089a63118dc19e99/icon/CKjbztDJt_0CEAE=.jpeg,4.8,240,True,Free plan available,Collect Reviews and import Amazon/AliExpress/Etsy Review,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,bk-reviews,BK Reviews,https://apps.shopify.com/bk-reviews,https://cdn.shopify.com/app-store/listing_images/dd86411495f3c54031fc94fb32b53a13/icon/CJz40-iW74EDEAE=.png,3.9,54,True,Free plan available,Beautiful and easy-to-use customer review manager.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,2,reputon-facebook-reviews,Reputon Facebook Reviews,https://apps.shopify.com/reputon-facebook-reviews,https://cdn.shopify.com/app-store/listing_images/7135a875d20b5234294eb92ffd87dff8/icon/CMbYkdj0lu8CEAE=.png,4.9,52,False,Free trial available,Enhance trust and social proof with Facebook Meta reviews,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,lipscore-real-reviews,Lipscore Product Reviews,https://apps.shopify.com/lipscore-real-reviews,https://cdn.shopify.com/app-store/listing_images/d7d7e6501dd8a7a2060a3bbc66a81a06/icon/CKHfuMu0_fkCEAE=.png,5.0,63,False,Free to install,"Trusted, effective way to collect and display customer reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,a2reviews,A2Reviews ‑ Product Reviews,https://apps.shopify.com/a2reviews,https://cdn.shopify.com/app-store/listing_images/9297439059a2dc6fd37738aafb539991/icon/CKeszaulnfsCEAE=.png,4.3,23,False,Free trial available,Intuitive solutions for effortless photo review management,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,trustpilot-reviews,Trustpilot Reviews,https://apps.shopify.com/trustpilot-reviews,https://cdn.shopify.com/app-store/listing_images/24d702961e09c9fb4a3944daad0967da/icon/CP681bnS0fwCEAE=.png,1.6,143,True,Free plan available,"Turn real customer reviews into traffic, sales, and loyalty.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,trustreviews,TrustReviews: Product Reviews,https://apps.shopify.com/trustreviews,https://cdn.shopify.com/app-store/listing_images/0aea8ea03bebbafd0eab4c8089b14f5e/icon/CL3XnMiJg5ADEAE=.png,4.7,298,False,Free to install,Collect product reviews & UGC. Amazon and Aliexpress importer,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,google-customer-reviews-1,Google Reviews Trust Badges HP,https://apps.shopify.com/google-customer-reviews-1,https://cdn.shopify.com/app-store/listing_images/38b6d6f84ecc40297f5ef25be0a796da/icon/COzk-sru_PkCEAE=.png,4.9,146,True,Free plan available,"Show Google Reviews, Trust Badges & Google Customer Reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,webwinkelkeur,ValuedShops (WebwinkelKeur),https://apps.shopify.com/webwinkelkeur,https://cdn.shopify.com/app-store/listing_images/d47ecd8ac8d7aa5ee76c9b238e2e087d/icon/CIDK65D4kfoCEAE=.png,4.9,20,False,From $132/year,Integrate WebwinkelKeur into your webshop and improve sales,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,import-reviews,EZ Amazon Reviews Importer,https://apps.shopify.com/import-reviews,https://cdn.shopify.com/app-store/listing_images/f86381e61f61a92c3a12a65247b9be09/icon/CO6Tg6f0lu8CEAE=.png,3.9,12,True,Free plan available,Boost sales with Amazon and AliExpress reviews & AI FAQs,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,nector-rewards-loyalty,Nector: Loyalty & Rewards,https://apps.shopify.com/nector-rewards-loyalty,https://cdn.shopify.com/app-store/listing_images/a64d48a2d3944c8f6b543bef62d1c663/icon/CNPrpOjsm_oCEAE=.png,4.8,77,True,Free plan available,"Boost Loyalty, Increase Retention and Build Social Proof!",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,photo-reviews,Opinew Product Reviews App UGC,https://apps.shopify.com/photo-reviews,https://cdn.shopify.com/app-store/listing_images/2652696f8cd7357ce591f2b6217cd918/icon/CIS2jICqov8CEAE=.png,4.4,616,True,Free plan available,Collect product reviews & import AliExpress reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,product-review-myappgurus,MAG: Product Reviews,https://apps.shopify.com/product-review-myappgurus,https://cdn.shopify.com/app-store/listing_images/772b08d7aeeedd29dda48e1bbf1918bd/icon/CL2ZuMKHpv4CEAE=.jpeg,4.6,140,True,Free plan available,Build trust and loyalty through reviews and customized offers,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,customer-reviews-collector,Trustindex ‑ Google Reviews,https://apps.shopify.com/customer-reviews-collector,https://cdn.shopify.com/app-store/listing_images/eba4241bb47aa86508cfa7e295c6268b/icon/CKy6o9zu__kCEAE=.png,4.3,28,False,Free,"Collect Google, Facebook, Yelp & more reviews automatically.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,vivareviews,ViVA Reviews ‑ Product Reviews,https://apps.shopify.com/vivareviews,https://cdn.shopify.com/app-store/listing_images/cc49b158814ce8361b6fd9e141d29adf/icon/CISij5WRx_ACEAE=.png,4.7,10,True,Free plan available,Drive sales by displaying customer reviews on your shop.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,fera,Fera Product Reviews App,https://apps.shopify.com/fera,https://cdn.shopify.com/app-store/listing_images/4b6b591765c9b36332c4e599aea727c6/icon/CP6IkZWLwIYDEAE=.png,4.7,1963,False,Free trial available,Build trust with automated photo and video reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,audien-review,Audien ‑ Ali & Product Reviews,https://apps.shopify.com/audien-review,https://cdn.shopify.com/app-store/listing_images/f90645fa48d917746d36ac38298a5ca6/icon/CPTh-4GQ94wDEAE=.png,4.5,104,True,Free plan available,Build trust with high quality product reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,trustview,TrustView ‑ TrustPilot Reviews,https://apps.shopify.com/trustview,https://cdn.shopify.com/app-store/listing_images/92979d94f847c006ee60b4d11307448a/icon/CKyZiLGY5ZADEAE=.png,4.9,22,False,Free trial available,Easily display TrustPilot reviews on all pages to build trust.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,etsy-reviews-importer,Etsy Reviews Importer,https://apps.shopify.com/etsy-reviews-importer,https://cdn.shopify.com/app-store/listing_images/326a85c5230ddf656f9b225c9a6c02f3/icon/CIqM69iek48DEAE=.png,5.0,9,False,Free,Stengthen store trust with authentic Etsy photo reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,seguno-product-reviews,Seguno Product Reviews,https://apps.shopify.com/seguno-product-reviews,https://cdn.shopify.com/app-store/listing_images/0f12452f6f78df8bc89e9ace0f7f8fb6/icon/CMmox9P294MDEAE=.png,4.9,22,True,Free plan available,Leverage product reviews for customer feedback & social proof,True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,proviews,Proviews ‑ Product Reviews Q&A,https://apps.shopify.com/proviews,https://cdn.shopify.com/app-store/listing_images/ebd23323740a3c0694fa14e449fbad52/icon/CNvjqNWTsvsCEAE=.png,4.9,96,True,Free plan available,"Boost customer trust with product reviews, FAQs and UGC.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,3,k-amazon-reviews,K: Amazon Reviews Importer +AI,https://apps.shopify.com/k-amazon-reviews,https://cdn.shopify.com/app-store/listing_images/99ae2d231cc6fc3936a0de3660327662/icon/CNrqop2n44oDEAE=.png,4.9,12,False,Free,Amazon revie - easily import reviews from amazon,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,rapid-reviews,Rapid Reviews: Product Reviews,https://apps.shopify.com/rapid-reviews,https://cdn.shopify.com/app-store/listing_images/289210f6ba2efb5fb7117282dcdadb64/icon/CJ_bnvH8yvwCEAE=.png,5.0,111,False,Free trial available,"Help page speed with product reviews, star ratings, Q&A blocks",True,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,beeapp-aliexpress-review-importer,PX Aliexpress Review Importer,https://apps.shopify.com/beeapp-aliexpress-review-importer,https://cdn.shopify.com/app-store/listing_images/7adb829d5c66a5c0665a6c93b8b1e0c8/icon/CM7Or_brkY4DEAE=.jpeg,4.9,4,True,Free plan available,"Import Aliexpress reviews & Amazon reviews, CSV + AI tool",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,onereview,OneReview: Use Online Reviews ,https://apps.shopify.com/onereview,https://cdn.shopify.com/app-store/listing_images/621236ff0cbc3a17f89551355b36ac5d/icon/CO20v-HmvIQDEAE=.png,5.0,11,True,Free plan available,Increase sales using reviews of your products from other sites,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,product-reviews-addon,Stamped Reviews & Loyalty,https://apps.shopify.com/product-reviews-addon,https://cdn.shopify.com/app-store/listing_images/00f756e9e94e8c3cfb14266ae483d0f0/icon/CN_Vw8LTppADEAE=.png,4.7,3735,False,From $23/month,"Build trust, drive acquisition and sales with customer reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,trustio-trustpilot-reviews,Trust.io ‑ Trustpilot Reviews,https://apps.shopify.com/trustio-trustpilot-reviews,https://cdn.shopify.com/app-store/listing_images/bb086209628454734c502b917dab559a/icon/CLPjwae6o5EDEAE=.png,5.0,10,False,Free trial available,Show Smart Trust Pilot Reviews Trustpilot Widgets on All Pages,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,testimonial-review,Testimonials Master,https://apps.shopify.com/testimonial-review,https://cdn.shopify.com/app-store/listing_images/ec4b3206e109491f12f81bd0b013ab23/icon/CK6Yv870lu8CEAE=.png,4.7,55,True,Free plan available,Testimonial Master - Add testimonials to your website,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,sgcr,Super Google Customer Reviews,https://apps.shopify.com/sgcr,https://cdn.shopify.com/app-store/listing_images/53987cb14043272e457ddc562e1944fb/icon/CKDf-LPZ0I0DEAE=.png,4.4,5,True,Free plan available,Integrate Google Merchant Account and Google Customer Reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,skeepers-ratings-reviews,Verified Reviews,https://apps.shopify.com/skeepers-ratings-reviews,https://cdn.shopify.com/app-store/listing_images/27dd50e03566281b9595bbc008c2921e/icon/COzJ5uTgzoUDEAE=.jpeg,4.5,16,False,$48.47/month,Automate your customer review collection and management,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,customer-testimonials-slider,G:Customer Testimonials Slider,https://apps.shopify.com/customer-testimonials-slider,https://cdn.shopify.com/app-store/listing_images/5d0e70105dc4601c63591c1b4dc52e9c/icon/CIih_fzFz4sDEAE=.png,4.6,31,True,Free plan available,Boost credibility with engaging testimonial carousel,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,simply-reviews,Simply Reviews,https://apps.shopify.com/simply-reviews,https://cdn.shopify.com/app-store/listing_images/af5d212699b65a7e87e4615c78542816/icon/CJC3-byVkJEDEAE=.png,,,,,Free trial available,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,products-review-app,ReviewXpo Product Reviews App,https://apps.shopify.com/products-review-app,https://cdn.shopify.com/app-store/listing_images/09266bb5084153c65bf6fe3b2fe59c1e/icon/CI2p8Z39sfoCEAE=.jpeg,4.5,52,True,Free plan available,"Import & showcase photo, video & text reviews for social proof",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,debutify-reviews,Debutify Product Reviews & QA,https://apps.shopify.com/debutify-reviews,https://cdn.shopify.com/app-store/listing_images/6909b6cca828d68ef5f6c2741022e1c0/icon/CNe7rr2d94EDEAE=.png,4.4,11,True,Free plan available,Collect photo & video reviews with personalized email requests,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,video-product-review-app,Helpful Product Reviews App,https://apps.shopify.com/video-product-review-app,https://cdn.shopify.com/app-store/listing_images/836ada86f154be661c9afa0180193162/icon/CKzA6L30lu8CEAE=.jpeg,4.9,173,False,Free trial available,Product Reviews SEO digital media marketing suite with Q&A,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,inflate,Inflate,https://apps.shopify.com/inflate,https://cdn.shopify.com/app-store/listing_images/db95c9a6b5f1e6a8eec022411ebc327e/icon/CPO6qsqWwY8DEAE=.png,5.0,9,True,Free plan available,All-in-one solution to take the most out of your reviews,False,False
